Target	value	Drug	Chemical	miRNA	total_drugs	total_chems	total_miRNAs	degree	closeness	betweenness
DRD2	-0.4358541	LEVOMEPROMAZINE, APOMORPHINE, BRASOFENSINE, CARPHEZINE MALEATE, PROMAZINE, YOHIMBINE, LEVODOPA, METHOTRIMEPRAZINE, FLUSPIRILENE, PROCHLORPERAZINE MALEATE, TRIFLUPROMAZINE, APOMORPHINE HYDROCHLORIDE, FLUPENTIXOL, ALIZAPRIDE, BROMOPRIDE, DIHYDRO-ALPHA-ERGOCRYPTINE, CLOZAPINE, PIPOTIAZINE, OLANZAPINE PAMOATE, FLUPHEZINE HYDROCHLORIDE, LOXAPINE SUCCITE, MIPRINE HYDROCHLORIDE, MESORIDAZINE BESYLATE, MAPROTILINE, BUSPIRONE, CARIPRAZINE HYDROCHLORIDE, ERGOLOID MESYLATES, PIMAVANSERIN, JNJ-37822681, NORTRIPTYLINE, DOMPERIDONE, MEMANTINE, THIOPROPERAZINE, DOXEPIN, THIORIDAZINE HYDROCHLORIDE, MIPRINE, BIFEPRUNOX, PRAMIPEXOLE, AMPHETAMINE, ZUCLOPENTHIXOL, ETOPERIDONE, AMANTADINE, LURASIDONE, ROPINIROLE, DESIPRAMINE, ZOTEPINE, TRIMIPRAMINE MALEATE, TRIFLUPROMAZINE HYDROCHLORIDE, PERGOLIDE, BLONSERIN, TIAPRIDE, PROCHLORPERAZINE, QUETIAPINE FUMARATE, CHLORPROTHIXENE, PERGOLIDE MESYLATE, IMIPRAMINE, ERGOTAMINE, ITOPRIDE, HALOPERIDOL, REMOXIPRIDE, SULPIRIDE, FLUPHEZINE, MIRTAZAPINE, CABERGOLINE, AMINEPTINE, PARDOPRUNOX, SERTINDOLE, BROMOCRIPTINE MESYLATE, TETRABEZINE, CHLORPROMAZINE HYDROCHLORIDE, LUMATEPERONE, PERPHEZINE, CARPHEZINE, MESORIDAZINE, TRIMIPRAMINE, MELPERONE, THIORIDAZINE, PALIPERIDONE PALMITATE, AMITIFADINE, ARIPIPRAZOLE LAUROXIL, MOLINDONE HYDROCHLORIDE, LOXAPINE, PIMOZIDE, METOCLOPRAMIDE, OCAPERIDONE, ARIPIPRAZOLE, ACP-104, MIANSERIN, ILOPERIDONE, AMISULPRIDE, SUMANIROLE, MOLINDONE, KETAMINE, CLEBOPRIDE, ZIPRASIDONE MESYLATE, PIPAMPERONE, TETRAHYDROPALMATINE, THIETHYLPERAZINE, BL-1020, BREXPIPRAZOLE, LAMOTRIGINE, DROPERIDOL, BENZQUIMIDE HYDROCHLORIDE, DOPAMINE, SARIZOTAN, QUIGOLIDE, ZIPRASIDONE HYDROCHLORIDE, TRIFLUOPERAZINE, HALOPERIDOL LACTATE, ACEPROMAZINE, CINRIZINE, SARIZOTAN HYDROCHLORIDE, AMOXAPINE, CHLORPROMAZINE, ZIPRASIDONE, METOCLOPRAMIDE HYDROCHLORIDE, PRAMIPEXOLE DIHYDROCHLORIDE, RACLOPRIDE, HALOPERIDOL DECANOATE, RISPERIDONE, PROPIOMAZINE, PROMAZINE HYDROCHLORIDE, BROMOCRIPTINE, THIETHYLPERAZINE MALATE, THIOTHIXENE, THIETHYLPERAZINE MALEATE, FLUPHEZINE ENTHATE, ANIRACETAM, ROLICYCLIDINE, PROMETHAZINE, PALIPERIDONE, TRIFLUOPERAZINE HYDROCHLORIDE, BICIFADINE, ACETOPHEZINE, LISURIDE, ASEPINE, ASEPINE MALEATE, CARIPRAZINE, AS-8112, PEROSPIRONE, ROTIGOTINE, FLUPHEZINE DECANOATE, QUETIAPINE, PIRIBEDIL, OLANZAPINE, ROPINIROLE HYDROCHLORIDE, ACETOPHEZINE MALEATE, LOXAPINE HYDROCHLORIDE	Carbon Tetrachloride, Dimpylate, Scabecid, Delitex, Apokinon, Dimitronal, KNS760704, Eta hexachlorocyclohexane, 1-Methyl-4-phenylpyridinium, Galastop, Methamphetamine, Intropin, ET-495, Rotenone, Scabisan, Norset, Gammexane, Amphetamine, Phenopromin, Centramina, Oxidopamine, LY127,809, Domperidon, Seryltrihydroxy Benzylhydrazine, Mirapex, Quetiapine, N-propylnorapomorphine, Dopaflex, Nitrogen Dioxide, Mydrial, Piribedil, MPTP, Pramipexole, Mirtazapine, Lorsban, LY127809, Estradiol, Rexer, Quick Pep, R33,812, Bazudine, KNS 760704, Cinnipirine, Methylamphetamine, Parkotil, Phenamine, R516, Larodopa, Deoxyephedrine, Permax, Thyramine, Rimetin, Cyperquat, Dexitac, ET 495, Madrine, Melatonin, Trivastal, R-33812, Metamfetamine, Aluminum, Neotsidol, SND-919CL2x, Levodopa, dironyl, Metaclopramide, ropinirol, Particulate Matter, SKF38393, Maneb, Celance, 2,3,4,5-Tetrahydro-7,8-dihydroxy-1-phenyl-1H-3-benzazepine, Estrace, levo-Amphetamine, Lithium, Cabaser, Clozaril, Bromocriptin, Zispin, Vivelle, Domidon, Stugeron, Oestradiol, CB 154, Piribendyl, Maxolon, Diazinon, ICI-204636, Dopamine, Hydroxytyramine, Bromocriptine, 4,4a,5,6,7,8,8a,9-octahydro-5-propyl-1H-pyrzolo(3,4-g)quinoline, SND 919CL2x, ORG3770, Cisaken, Leponex, Gastrocure, KNS-760704, R33812, Scabene, 1 Methyl 4 phenylpyridinium, Esmirtazapine, Lisuride, ropinirole, Serazide, levo Amphetamine, ORG-3770, Dopergin, Caffedrine, rotigotine, (+--)-, Apomorphine, LY-127,809, SKF 38393, Vivarin, R-33,812, Tea, Bromocryptin, CB154, Remergil, Quetiapine Fumarate, Cerucal, Gramoxone, Cabaseril, Cinarizine, Levoamphetamine, Paraquat, Ovocyclin, Pergolide, Lindane, Atrazine, Desoxynorephedrin, Kwell, Levopa, Arolac, ICI 204,636, rotigotine, Tetrachloromethane, Dopamet, Cinnarizine, Dexpramipexole, Caffeine, ORG 3770, SKF-38393, Manganese, propyl-norapomorphine, Domperidone, Dopergine, Cabergoline, Aerodiol, ICI 204636, EU4200, EU-4200, Clozapine, Desoxyephedrine, naxagolide, Amfetamine, R 516, N-n-propylnorapomorphine, SK&F38393, Primperan, Revanil, Remeron, Seroquel, Pramipexol, EU 4200, rotigotine, (+)-, Jacutin, Dursban, Cuvalit, ET495, 1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine, SK&F-38393, Motilium, Desoxyn, Zinc, Neocidol, R-516, Gesamprim, QuickPep, Pharken, Lead, Lysenyl, Parlodel, Dopamine Agonists, Quick-Pep, CB-154, Chlorpyrifos, Copper, Hexachlorane, Britaject, Benserazide, Eta-hexachlorocyclohexane, Lysurid, Dopar, Dopamine Agonist, Dostinex, Sifrol, Hexachlorocyclohexane, SND919CL2x, Durvitan, Seryltrihydroxybenzylhydrazine, LY-127809, Reglan, Metoclopramide, ICI204636, Nauzelin, SK&F 38393, Iron, cyanazine, Tetocid	hsa-mir-9-5p	148	232	1	1	-1.52676134241275	-0.373451327570838
DUSP1	0.3202392	NA	NA	hsa-mir-146a-5p, hsa-mir-101-3p, hsa-mir-940	NA	NA	3	6	1.2892789352116	-0.326592937731984
EIF2AK2	-0.3916786	FOSTAMATINIB	NA	NA	1	NA	NA	9	0.838175905721756	-0.204671557628346
EIF4E	-0.4447795	NA	NA	hsa-mir-145-5p, hsa-mir-141-3p, hsa-mir-497-5p, hsa-mir-768-3p	NA	NA	4	1	0.306552547340027	-0.373451327570838
EIF4EBP1	0.3329591	NA	NA	hsa-mir-125b-5p	NA	NA	1	4	0.332522742006312	-0.338409315775544
ELOVL6	-0.5400542	NA	NA	hsa-mir-204-5p, hsa-mir-211-5p	NA	NA	2	4	-0.865265178090523	-0.251532088834218
ESRRA	0.2953877	TROGLITAZONE	NA	hsa-mir-125a-5p, hsa-mir-137	1	NA	2	2	-0.224449728223318	-0.373348552376652
EZR	0.3262826	NA	NA	hsa-mir-183-5p, hsa-mir-184, hsa-mir-204-5p	NA	NA	3	9	0.72030944428764	-0.370554338272851
FCGR2A	0.3084697	CATUMAXOMABTALIZUMAB, ETANERCEPT, EFALIZUMAB	NA	NA	3	NA	NA	2	-1.11447891745776	-0.361495827430465
FCGR2B	0.2775314	TALIZUMAB, ETANERCEPT, ANTITHYMOCYTE IMMUNOGLOBULIN (RABBIT), EFALIZUMAB	NA	hsa-mir-18a-5p	4	NA	1	3	-0.666272735010231	-0.373364095004537
FOXA1	-0.3976228	NA	NA	hsa-let-7a-5p	NA	NA	1	2	-1.03655211289421	-0.373378633765587
FOXA2	-0.3083485	NA	NA	hsa-mir-335-5p	NA	NA	1	8	0.232757518892307	-0.31868767887087
FOXO1	0.4064303	NA	NA	hsa-mir-153-3p, hsa-mir-196a-5p, hsa-mir-15a-5p, hsa-mir-182-5p, hsa-mir-370-3p, hsa-mir-186-5p, hsa-mir-223-3p, hsa-mir-96-5p, hsa-mir-15b-5p, hsa-mir-27a-3p, hsa-mir-107, hsa-mir-183-5p, hsa-mir-132-5p, hsa-mir-9-5p	NA	NA	14	3	-0.552105467285512	-0.361576794483075
FOXO3	0.3848562	NA	NA	hsa-mir-9-5p, hsa-mir-155-5p, hsa-mir-23a-3p, hsa-mir-223-3p, ptr-mir-182, hsa-mir-126-3p, hsa-mir-221-3p, hsa-mir-182-5p, hsa-mir-222-3p, hsa-mir-29a-3p, hsa-mir-217, hsa-mir-96-5p	NA	NA	12	13	0.379804987575927	-0.184246559701669
FTL	0.309589	NA	NA	hsa-mir-133a-3p	NA	NA	1	2	-1.43411677533944	-0.373451327570838
GABARAPL1	-0.4943739	NA	NA	hsa-mir-155-5p	NA	NA	1	2	0.00120111247519181	-0.164997169043529
GAPDH	-0.386769	ARTENIMOL, COPPER	NA	hsa-mir-29c-3p, hsa-mir-644a	2	NA	2	32	0.92318897047482	0.991943328682361
GCLM	-0.529868	GLUTAMIC ACID	NA	NA	1	NA	NA	5	-0.551489501036295	-0.127308091434507
GFRA1	-0.279147	LIATERMIN	NA	NA	1	NA	NA	3	0.948551080502439	-0.295782031860957
GLA	-0.3333369	AGALSIDASE ALFA, MIGALASTAT	NA	NA	2	NA	NA	95	1.89234484976969	4.47420616824437
GLUD1	-0.4012041	GLUTAMIC ACID	NA	NA	1	NA	NA	7	0.455123434217104	-0.14985150021805
GNAS	-0.3426842	COLFORSIN	NA	NA	1	NA	NA	2	0.141504519095148	-0.368527081340134
GPD1	-0.3187289	NA	NA	hsa-mir-103a-3p	NA	NA	1	5	-0.0481983526600384	-0.295551460994673
GPI	-0.3852662	ARTENIMOL, COPPER	NA	NA	2	NA	NA	13	1.10491807332786	-0.0878524687561748
GPNMB	0.2743637	GLEMBATUMUMAB VEDOTIN, GLEMBATUMUMAB	NA	NA	2	NA	NA	3	-0.345904812696336	-0.361151535722357
GRIA1	-0.4872637	PERAMPANEL, FLUCICLOVINE (18F), SEVOFLURANE, GLUTAMIC ACID, ETHANOL, ENFLURANE, CX516, TALAMPANEL, METHOXYFLURANE, CX717, TIANEPTINE, ISOFLURANE, TOPIRAMATE, DESFLURANE	NA	hsa-mir-124-3p	14	NA	1	1	-1.23893106988044	-0.373451327570838
GRIA3	-0.3447217	GLUTAMIC ACID, LITHIUM CATION, ETHANOL, FLUCICLOVINE (18F), TALAMPANEL, LITHIUM CITRATE, CX717, LITHIUM CARBOTE, LITHIUM SUCCITE, ANIRACETAM	NA	hsa-mir-124-3p	10	NA	1	6	0.597974355357636	-0.25793440149316
GRM1	-0.2651037	GLUTAMIC ACID	NA	NA	1	NA	NA	3	-0.989254483745812	-0.28735278463147
GRM5	-0.3974564	AZD2516, ACAMPROSATE, RUFIMIDE, ADX10059, BASIMGLURANT, LY545694, RG7342, AZD2066, STX107, DIPRAGLURANT, MAVOGLURANT, RASEGLURANT	NA	NA	12	NA	NA	4	-1.8458614923208	-0.299630768338376
GSS	-0.724322	COPPER	NA	hsa-mir-125b-5p	1	NA	1	14	-0.0849932476736227	0.130685439958526
HMOX1	0.3451968	NA	U72,107A, Dieldrin, Desoxyephedrine, NIA 33297, Novo-Gabapentin, AY-20694, NRDC-143, Obzidan, Testim, Endosprin, Aqualin, Micristin, Yumex, Nitrogen Dioxide, Elimite, Trichloroethene, Pentoxil, Particulate Matter, Eicosapentaenoic Acid, Sustanon, Maneb, Copper, NIA-33297, Acrolein, Sirolimus, I2190A, Active Oxygen, Trielina, NRDC-147, Jumex, AD 4833, R 41400, Aspirin, R-41400, BL 191, Gramoxone, Milbam, Colfarit, Testolin, Solprin, Rapamycin, Jatrosom, Convalis, Aerodiol, Ketoconazole, Gesamprim, Andropatch, Torental, Bromocryptin, Neurontin, U-72107A, Lead, Parnate, AY20694, Nizoral, R41400, Lipopolysaccharides, E 250, Coffee, E-250, Water Pollutants, Chemical, Vivelle, Deprenyl, Smoke, Methylamphetamine, U 72107A, Humex, Avlocardyl, Dursban, Dispril, Eldepryl, NRDC147, Manganese, Propanolol, BL-191, Dociton, AY 20694, Dimpylate, 2,4,5-Trichlorophenoxyacetic Acid, FMC-33297, PP557, Eugenol, Acetysal, Neocidol, CB-154, Emsam, Deoxyephedrine, E250, Testosterone, Zorprin, PP 557, Diethyldithiocarbamate, Acylpyrin, Rapamune, Histerone, Gabapentin, Carbon Disulfide, Paraquat, Lipid Peroxides, Anaprilin, Novo Gabapentin, Leponex, Acraldehyde, Anapriline, Polopirin, AD-4833, Trental, S-3151, Tetrachloromethane, Apo-Gabapentin, Propranolol, Polychlorinated Biphenyls, Ecotrin, ApoGabapentin, Sterotate, Agapurin, AndroGel, Tea, Rexigen, Alvit 55, Zelapar, Pentoxifylline, CB 154, Ambush, Transamine, Metamfetamine, CB154, Selegyline, AD4833, U72107A, MPTP, Reactive Oxygen Species, Methamphetamine, Aluminum, Easprin, Fuklasin, Lipoperoxides, Estradiol, Bromocriptin, Bromocriptine, Iron, I-2190A, Atrazine, Ozone, Trilene, Polopiryna, Deprenalin, S3151, Ovocyclin, Oxpentifylline, Dexpropranolol, Lorsban, NRDC143, Magnecyl, Clozapine, Ditiocarb, Ziram, Imuthiol, Nitrites, FMC 33297, Tranylcypromine, Bazudine, NRDC 143, Lipoglycans, Eta hexachlorocyclohexane, Hydroxytyramine, Inderal, 1-Methyl-4-phenylpyridinium, Permethrin, BL191, Eta-hexachlorocyclohexane, Chlorpyrifos, 1 Methyl 4 phenylpyridinium, Madrine, Cyperquat, Betadren, Aloxiprimum, Testoderm, Rotenone, Melatonin, NovoGabapentin, Androtop, Intropin, Alvit-55, NRDC 147, 1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine, Apo Gabapentin, Nittifor, I 2190A, Acrylaldehyde, Neotsidol, Pioglitazone, Parlodel, PCBs, R41,400, Diazinon, Deprenil, Solupsan, Zerlate, Estrace, Lithium, Oestradiol, Desoxyn, PP-557, Oxidopamine, Androderm, Testopel, 2,4,5-T, Clozaril, Carbon Tetrachloride, Selegiline, NIA33297, Zinc, S 3151, mangiferin, Obsidan, Dopamine, FMC33297, Trichloroethylene, Nitric Oxide, Alvit55, Pesticides	hsa-mir-122-5p, hsa-mir-196a-5p, hsa-mir-24-3p	NA	232	3	2	1.32964964476599	0.599562619303358
HNRNPF	0.4061266	PHENETHYL ISOTHIOCYATE	NA	NA	1	NA	NA	19	1.28034591613273	1.30127360535175
HSP90B1	0.250889	COPPER	NA	hsa-mir-223-3p	1	NA	1	2	-0.380382965638596	-0.325336779206813
HSPA1B	0.4550632	NA	NA	hsa-mir-142-3p, hsa-mir-15a-5p	NA	NA	2	4	-0.62360472883609	-0.301910743826059
HSPA8	-0.2884889	DASATINIB, FORIGERIMOD ACETATE, COPPER, ARTENIMOL	NA	NA	4	NA	NA	21	0.481324346532511	0.753909055084924
HSPA9	-0.374664	NA	Androtop, 1 Methyl 4 phenylpyridinium, Lithium, Cyperquat, Melatonin, Vivelle, Testosterone, Alvit55, Lipoglycans, Dieldrin, Scabecid, Lindane, Sterotate, Hexachlorocyclohexane, Paraquat, Delitex, Methylamphetamine, Madrine, Atrazine, Metamfetamine, Kwell, Desoxyn, Sustanon, Testolin, SKF 38393, Iron, Deoxyephedrine, Gramoxone, Water Pollutants, Chemical, Testim, SK&F-38393, SKF-38393, Jacutin, Tetocid, Copper, Andropatch, Scabisan, Histerone, Rotenone, SKF38393, 1-Methyl-4-phenylpyridinium, Dopamine, Estrace, Hexachlorane, 2,3,4,5-Tetrahydro-7,8-dihydroxy-1-phenyl-1H-3-benzazepine, AndroGel, Lipopolysaccharides, Gesamprim, SK&F 38393, Gammexane, Hydroxytyramine, Aerodiol, Androderm, Ovocyclin, Oestradiol, Intropin, Desoxyephedrine, Estradiol, Scabene, SK&F38393, Methamphetamine, Testopel, Testoderm, Alvit-55, Alvit 55	NA	NA	70	NA	4	1.09245573984455	0.167980012598973
HSPB1	0.5650846	PHENETHYL ISOTHIOCYATE, ARTENIMOL	NA	NA	2	NA	NA	5	0.512381464426463	-0.251266478057868
IDH2	-0.2760175	ESIDENIB MESYLATE	NA	hsa-mir-183-5p	1	NA	1	43	1.59694388968298	3.81782217214517
IDH3A	-0.2868704	COPPER	NA	NA	1	NA	NA	38	1.1480394959248	0.962115811281225
IGF2R	0.3721151	MECASERMIN RINFABATE, MECASERMIN	Dispril, 1 Methyl 4 phenylpyridinium, Endosprin, Acylpyrin, Solupsan, Oestradiol, Vivelle, Polopiryna, Easprin, Chlorpyrifos, Ovocyclin, Copper, Atrazine, 1-Methyl-4-phenylpyridinium, Aspirin, Tetrachloromethane, Estradiol, Colfarit, Dursban, Pesticides, Micristin, Aloxiprimum, Aerodiol, Ecotrin, Magnecyl, Lorsban, Gramoxone, Zorprin, Gesamprim, Solprin, Paraquat, Acetysal, Polopirin, Cyperquat, Carbon Tetrachloride, Estrace	hsa-mir-657, hsa-mir-211-5p	2	36	2	2	0.517417228800441	-0.354188569419501
IKBKB	0.3207784	SULFASALAZINE, IMD-2560, AS-602868, IMD-1041, FOSTAMATINIB, BARDOXOLONE METHYL, IMD-0354, ASPIRIN, MLN-0415, SAR-113945, MESALAMINE	NA	hsa-mir-200c-3p, hsa-mir-451a, hsa-mir-218-5p, hsa-mir-503-5p, hsa-mir-199a-5p	11	NA	5	3	-0.27359871068419	-0.340929745833692
IL10	0.271026	SCH-708980	NA	hsa-let-7c-5p, hsa-mir-106a-5p	1	NA	2	46	1.49741374300915	2.05505999213528
IL1R1	0.2987017	MEDI-8968, AMG-108, AKINRA	NA	NA	3	NA	NA	3	0.245895982191223	-0.327389540501688
INPP5F	-0.4432461	NA	NA	hsa-mir-155-5p	NA	NA	1	6	0.60061486995252	-0.203203086807856
IRAK4	0.2818252	FOSTAMATINIB	NA	hsa-mir-212-3p, hsa-mir-132-3p	1	NA	2	12	0.092114306430135	-0.199485305981347
IRS1	-0.2933423	NA	NA	hsa-mir-126-3p, hsa-mir-148a-3p, hsa-mir-7-5p, hsa-mir-105-5p, hsa-mir-145-5p, hsa-mir-152-3p	NA	NA	6	2	0.347040274042406	-0.363902075897659
ITPR1	-0.4702281	GLYCERIN, 1D-MYO-INOSITOL 1,4,5-TRISPHOSPHATE	NA	hsa-mir-494-3p, hsa-mir-448, hsa-mir-34b-3p, hsa-mir-449a, hsa-mir-204-5p, hsa-mir-34c-5p, hsa-mir-211-5p, hsa-mir-424-5p	4	NA	8	10	0.6663201409052	-0.167129490885052
KCNJ6	-0.894121	ETHANOL	NA	NA	1	NA	NA	3	-2.61673692895633	-0.373425884739
KEAP1	0.2516923	DIMETHYL FUMARATE	NA	hsa-mir-141-3p, hsa-mir-200a-3p	1	NA	2	1	-3.39213096580954	-0.373451327570838
LDHA	-0.4063942	COPPER, ARTENIMOL	NA	hsa-mir-210-3p, hsa-mir-24-3p, hsa-mir-23a-3p, hsa-mir-34a-5p	2	NA	4	4	-1.8007238999895	-0.311888761248838
LDHB	-0.4111722	ARTENIMOL	NA	hsa-mir-23a-3p, hsa-mir-24-3p, hsa-mir-210-3p, hsa-mir-375	1	NA	4	1	-3.39213096580954	-0.373451327570838
LGALS3	0.2738474	NA	NA	hsa-mir-424-3p	NA	NA	1	2	-0.299682192048167	-0.34884447449335
MAF	0.5086258	NA	NA	kshv-mir-k12-1-5p, kshv-mir-k12-11-3p, kshv-mir-k12-6-3p	NA	NA	3	4	-1.19281875033585	-0.336519239813032
MAP1LC3B	-0.397317	NA	NA	hsa-mir-204-5p	NA	NA	1	2	1.34297432458647	-0.370444297807564
MAP2	-0.5610803	PACLITAXEL, DOCETAXEL, ESTRAMUSTINE	NA	NA	3	NA	NA	8	0.745149056253118	-0.373451327570838
MAP2K3	0.2671993	FOSTAMATINIB	NA	hsa-mir-21-5p, hsa-mir-214-3p, hsa-mir-20a-5p	1	NA	3	94	2.36590349486383	5.81778979365127
MAP2K4	-0.4627321	NA	NA	hsa-mir-92a-3p, hsa-mir-27a-3p	NA	NA	2	2	-1.01042586633986	-0.373451327570838
MAP2K7	0.3384787	NA	NA	hsa-mir-493-3p	NA	NA	1	7	-0.104415057111641	-0.309823383920744
MAP3K7	0.2998384	NA	NA	hsa-mir-10a-5p	NA	NA	1	3	0.704581707686202	-0.333145291293028
MAPK1	-0.4266812	SELICICLIB, RAVOXERTINIB, MK-8353, ULIXERTINIB, PHOSPHONOTHREONINE	NA	hsa-mir-214-3p, hsa-mir-132-3p, hsa-mir-335-5p, hsa-mir-28-5p, hsa-mir-378a-3p, hsa-mir-199a-3p, hsa-mir-181a-5p, hsa-mir-320a	5	NA	8	7	0.329923912571484	-0.245416535456296
MAPK10	-0.4130483	CC-401, FOSTAMATINIB, BENTAMAPIMOD, TANZISERTIB	NA	NA	4	NA	NA	2	-0.0471398204830572	-0.349820422204327
MAPK9	-0.5215727	CC-401, TANZISERTIB, FOSTAMATINIB, BENTAMAPIMOD	NA	hsa-mir-141-3p, hsa-mir-106b-5p, hsa-mir-199a-3p, hsa-mir-20a-5p, hsa-mir-93-5p, hsa-mir-17-5p, hsa-mir-20b-5p, hsa-mir-106a-5p	4	NA	8	5	-0.497605390809265	-0.309027079007468
MAPT	-0.2876522	PACLITAXEL, DOCETAXEL	Hubermizol, Paclitaxel, 1-Methyl-4-phenylpyridinium, Zinc, Caffeine, Aqualin, Vivelle, Alvit-55, Astemizole, 1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine, Methylamphetamine, Paralergin, Rotenone, Deoxyephedrine, Caffedrine, R-43-512, Praxel, Paraquat, Desoxyephedrine, Emdar, Melatonin, Dursban, Hydroxytyramine, Intropin, NSC-125973, Methamphetamine, Aerodiol, Lead, Rimbol, Copper, Vivarin, Paxene, Rifedot, Alvit 55, Oestradiol, Dieldrin, Metamfetamine, NSC125973, Ozone, 1 Methyl 4 phenylpyridinium, Urdrim, Acrolein, Acrylaldehyde, MPTP, Dexitac, Acraldehyde, Gramoxone, Durvitan, Quick-Pep, Cyperquat, Taxol, Romadin, NSC 125973, QuickPep, Histaminos, Anzatax, R 43 512, Lorsban, Lithium, Hismanal, Maneb, Retolen, Oxidopamine, Quick Pep, Alvit55, Astemina, Estradiol, Fustermizol, Tetrachloromethane, Carbon Tetrachloride, R43512, Astesen, Esmacen, Simprox, Estrace, Alermizol, Aluminum, Chlorpyrifos, Ovocyclin, Desoxyn, Laridal, Onxol, Madrine, Dopamine	hsa-mir-34c-5p	2	87	1	22	0.807852932595946	0.520130956343455
MCL1	0.3229138	OBATOCLAX MESYLATE	NA	hsa-mir-181b-5p, hsa-mir-193a-3p, hsa-mir-886-3p, hsa-mir-320a, hsa-mir-661, hsa-mir-193b-3p, hsa-mir-29b-3p, hsa-mir-29a-3p, hsa-mir-133b, hsa-mir-20a-5p, hsa-mir-148b-5p, hsa-mir-139-5p, hsa-mir-125b-5p, hsa-mir-101-3p, hsa-mir-876-3p, hsa-mir-29c-3p, hsa-mir-181a-5p, hsa-mir-133a-3p, hsa-mir-153-3p, hsa-mir-518a-5p, hsa-mir-892b, hsa-mir-512-5p, hsa-mir-582-5p, hsa-mir-26a-5p	1	NA	24	6	-1.05149082206636	-0.172391773464992
MERTK	0.2906818	FOSTAMATINIB	NA	hsa-mir-335-5p, hsa-mir-126-3p	1	NA	2	1	-1.90710131176558	-0.373451327570838
MFN2	-0.3600366	NA	NA	hsa-mir-106b-5p	NA	NA	1	1	-1.90710131176558	-0.373451327570838
MITF	0.2774074	NA	NA	hsa-mir-96-5p, hsa-mir-218-5p, hsa-mir-675-5p, hsa-mir-137, hsa-mir-101-3p, hsa-mir-182-5p, hsa-mir-155-5p	NA	NA	7	3	-1.90144100072733	-0.275082070305089
MTOR	-0.3534633	AZD-2014, RG-7603, OMIPALISIB, OSI-027, PALOMID-529, DACTOLISIB, SF-1126, SAPANISERTIB, VS-5584, DS-7423, BGT-226, INK-128, PWT-33579, PWT-33587, PKI-179, GEDATOLISIB, AZD-8055, DS-3078A, PANULISIB, PF-04691502, CC-223, CC-115, PERHEXILINE MALEATE, FOSTAMATINIB	NA	hsa-mir-99a-5p, hsa-mir-16-5p, hsa-mir-100-5p, hsa-let-7c-5p, hsa-mir-144-3p, hsa-mir-101-3p, hsa-mir-199a-3p, mmu-mir-100-5p, hsa-mir-520c-3p, hsa-mir-373-3p, hsa-mir-99b-5p	24	NA	11	2	-1.90559209550412	-0.324259429557438
NCOR2	0.2790243	NA	NA	hsa-mir-100-5p, hsa-mir-10b-5p, hsa-mir-30c-5p, hsa-mir-16-5p, hsa-mir-125b-5p, hsa-mir-10a-5p	NA	NA	6	5	-0.344865191185391	-0.0151452119770852
NDRG1	0.5885556	NA	NA	hsa-mir-182-5p	NA	NA	1	4	-0.62360472883609	-0.334003950517707
NDUFA4	-0.4011521	NA	NA	hsa-mir-145-5p, hsa-mir-147b, hsa-mir-147a, hsa-mir-210-3p	NA	NA	4	2	0.879063509783139	-0.234671228578629
NFATC1	0.3062331	NA	NA	hsa-mir-145-5p, hsa-mir-124-3p	NA	NA	2	3	0.110912376063869	-0.23420235353476
NFATC3	0.3323861	NA	NA	hsa-mir-320a, hsa-mir-185-5p	NA	NA	2	2	-0.341329986265112	-0.361144266341832
NFE2L2	0.3106989	BARDOXOLONE METHYL	NA	hsa-mir-142-5p, hsa-mir-27a-3p, hsa-mir-153-3p, hsa-mir-144-3p	1	NA	4	2	0.602815613715492	-0.34884447449335
NFKBIA	0.455578	BARDOXOLONE METHYL, ASPIRIN	NA	kshv-mir-k12-1-5p, hsa-mir-30e-3p, hsa-mir-126-3p, hsa-mir-196a-5p	2	NA	4	1	-1.23460137813125	-0.373451327570838
NOTCH1	0.4308491	BRONTICTUZUMAB	NA	hsa-mir-144-3p, hsa-mir-30e-5p, hsa-mir-10b-5p, hsa-mir-24-3p, hsa-mir-34b-3p, hsa-mir-326, hsa-mir-34c-5p, hsa-mir-34a-5p, hsa-mir-27b-3p, hsa-mir-200c-3p, hsa-mir-30d-5p, hsa-mir-23b-3p, hsa-mir-139-5p, hsa-mir-181a-5p, hsa-mir-30c-5p, hsa-mir-449a, hsa-mir-30a-5p, hsa-mir-129-5p, hsa-mir-30b-5p, hsa-mir-200b-3p	1	NA	20	3	0.205436731460837	-0.358129408546342
NPC1	0.3005647	NA	NA	hsa-mir-33a-5p	NA	NA	1	8	0.767358018062404	-0.269239928760688
